date,Binancecoin,Aptos
2021-06-01,361.66565480634273,
2021-06-02,402.6103887950831,
2021-06-03,428.93001062084943,
2021-06-04,392.28088322664473,
2021-06-05,388.33019075735723,
2021-06-06,392.0265012406166,
2021-06-07,356.26141468125365,
2021-06-08,353.7624004673745,
2021-06-09,376.18736712521803,
2021-06-10,352.39187862755034,
2021-06-11,346.0770263345878,
2021-06-12,345.0457266991574,
2021-06-13,365.2476466395085,
2021-06-14,371.00423762337175,
2021-06-15,369.0197344143191,
2021-06-16,346.43933841857296,
2021-06-17,353.2126444369965,
2021-06-18,337.6347927394546,
2021-06-19,335.07018119431814,
2021-06-20,340.2281584344195,
2021-06-21,274.27055686293926,
2021-06-22,261.43223961520897,
2021-06-23,296.1273022004297,
2021-06-24,308.79361050917015,
2021-06-25,284.0782307500083,
2021-06-26,277.39963231242126,
2021-06-27,289.2248669688827,
2021-06-28,291.0298352850683,
2021-06-29,300.9239255732945,
2021-06-30,303.7424426595392,
2021-07-01,289.1924506931423,
2021-07-02,288.1721729444467,
2021-07-03,298.4150443566236,
2021-07-04,308.2587161797882,
2021-07-05,304.0232646044936,
2021-07-06,320.3670298197941,
2021-07-07,328.28831490686645,
2021-07-08,311.53319583895274,
2021-07-09,318.3107569140051,
2021-07-10,317.67435605424265,
2021-07-11,322.219354764812,
2021-07-12,317.7586462992751,
2021-07-13,308.8603138834186,
2021-07-14,309.4339650052979,
2021-07-15,314.6362318425904,
2021-07-16,302.3938694991528,
2021-07-17,300.92427931101014,
2021-07-18,304.2662316676439,
2021-07-19,282.23704136302297,
2021-07-20,266.3980943719025,
2021-07-21,293.84319116155376,
2021-07-22,293.8016653905489,
2021-07-23,297.6400291647872,
2021-07-24,301.4738994735757,
2021-07-25,305.4674583615863,
2021-07-26,302.9585615137897,
2021-07-27,313.4962897355437,
2021-07-28,313.7134832723744,
2021-07-29,317.11529159036354,
2021-07-30,322.74375771474973,
2021-07-31,334.98502851591746,
2021-08-01,332.3726400184503,
2021-08-02,331.452599995454,
2021-08-03,323.0998008181091,
2021-08-04,334.9795053490896,
2021-08-05,338.2818687741271,
2021-08-06,342.27520930886874,
2021-08-07,356.21901128850396,
2021-08-08,341.45649731912124,
2021-08-09,354.86681082174385,
2021-08-10,372.73212363858596,
2021-08-11,391.9444529953977,
2021-08-12,385.11114348041565,
2021-08-13,410.21123138822196,
2021-08-14,409.3239523090878,
2021-08-15,413.352941129316,
2021-08-16,416.9093485124447,
2021-08-17,401.4108438239085,
2021-08-18,401.11859917961044,
2021-08-19,430.26289463296433,
2021-08-20,453.52976111650503,
2021-08-21,450.152782312137,
2021-08-22,448.5460498577836,
2021-08-23,499.6471922438925,
2021-08-24,472.56789940825763,
2021-08-25,503.0600194308284,
2021-08-26,483.59478097364973,
2021-08-27,494.4910267549098,
2021-08-28,486.1135106261634,
2021-08-29,481.11230727270197,
2021-08-30,461.0741328057276,
2021-08-31,466.3250681926073,
2021-09-01,490.1903097419243,
2021-09-02,484.92303782064835,
2021-09-03,487.5028155359726,
2021-09-04,499.23220832331145,
2021-09-05,502.64789931106213,
2021-09-06,497.3629972066087,
2021-09-07,418.7199041232581,
2021-09-08,414.01508472530526,
2021-09-09,421.90434620430176,
2021-09-10,401.63387407746995,
2021-09-11,404.1454767462771,
2021-09-12,417.78466673455966,
2021-09-13,400.88829550518807,
2021-09-14,414.29388624030463,
2021-09-15,429.92698493835917,
2021-09-16,424.9286346297753,
2021-09-17,405.92466228296115,
2021-09-18,411.49215032485296,
2021-09-19,409.8656741984923,
2021-09-20,363.8928187736703,
2021-09-21,343.8883778193333,
2021-09-22,378.304383892215,
2021-09-23,384.8505093844634,
2021-09-24,355.7512176219757,
2021-09-25,351.3197716355193,
2021-09-26,344.5604683588748,
2021-09-27,335.6370807457751,
2021-09-28,332.2069635513584,
2021-09-29,368.21137136727407,
2021-09-30,387.5183524683549,
2021-10-01,421.4675125853655,
2021-10-02,429.3505314242623,
2021-10-03,431.4490158127125,
2021-10-04,427.5458615165339,
2021-10-05,443.4354477289843,
2021-10-06,435.2620060917299,
2021-10-07,439.9326470373653,
2021-10-08,418.31734306238405,
2021-10-09,422.312499600526,
2021-10-10,404.32984207958265,
2021-10-11,412.9041662172662,
2021-10-12,440.36732782218525,
2021-10-13,469.5721483361627,
2021-10-14,471.83904758364673,
2021-10-15,476.06043685916666,
2021-10-16,467.81392063599463,
2021-10-17,470.6037423333306,
2021-10-18,484.96283076555414,
2021-10-19,488.5758698597108,
2021-10-20,503.12263901994754,
2021-10-21,472.6932063610324,
2021-10-22,481.1525290008791,
2021-10-23,484.83585324776277,
2021-10-24,477.9704015575551,
2021-10-25,487.15211541381655,
2021-10-26,478.44458996042187,
2021-10-27,450.85609413572087,
2021-10-28,491.7140407371403,
2021-10-29,529.2882472230272,
2021-10-30,526.9439227746522,
2021-10-31,524.7049325140741,
2021-11-01,551.2885678600875,
2021-11-02,555.3427586577659,
2021-11-03,569.4164593460114,
2021-11-04,561.0755439359384,
2021-11-05,607.3883112866952,
2021-11-06,636.0540957346044,
2021-11-07,650.4955187419658,
2021-11-08,654.5480093929862,
2021-11-09,636.9276179113473,
2021-11-10,611.442280988011,
2021-11-11,629.7114198219757,
2021-11-12,629.0951051768023,
2021-11-13,652.233781780782,
2021-11-14,654.6251958260524,
2021-11-15,635.7060101886829,
2021-11-16,591.3491128080688,
2021-11-17,580.0133147253715,
2021-11-18,530.9570129634238,
2021-11-19,584.2926021273962,
2021-11-20,605.5286170448769,
2021-11-21,590.2541189074999,
2021-11-22,559.9888491894189,
2021-11-23,593.4866916637089,
2021-11-24,591.4138284048736,
2021-11-25,638.1682733737293,
2021-11-26,585.565593002117,
2021-11-27,598.0658826532297,
2021-11-28,611.4482335847231,
2021-11-29,623.8191584314648,
2021-11-30,624.0478871415212,
2021-12-01,627.5298135272164,
2021-12-02,620.5070871087867,
2021-12-03,596.4043662845299,
2021-12-04,567.2495179476927,
2021-12-05,555.8212703932991,
2021-12-06,588.4348263784073,
2021-12-07,578.5399946338938,
2021-12-08,604.9915670300866,
2021-12-09,574.641806152582,
2021-12-10,553.6133877159856,
2021-12-11,564.2782554939088,
2021-12-12,569.0004263105781,
2021-12-13,522.8376226690576,
2021-12-14,527.2875946201649,
2021-12-15,539.3565808593963,
2021-12-16,526.9418353141148,
2021-12-17,526.4854789150172,
2021-12-18,536.1871682219864,
2021-12-19,530.1187422479649,
2021-12-20,526.5978524574593,
2021-12-21,530.0064075047421,
2021-12-22,534.6981367362372,
2021-12-23,549.8265817194211,
2021-12-24,542.6983592819216,
2021-12-25,548.7449450690223,
2021-12-26,547.4764999433936,
2021-12-27,564.6778030444042,
2021-12-28,536.1753306823955,
2021-12-29,514.1864863211885,
2021-12-30,518.3716411383205,
2021-12-31,511.8047669798138,
2022-01-01,528.8656538402871,
2022-01-02,531.645840127719,
2022-01-03,513.2364309427686,
2022-01-04,508.80180480659266,
2022-01-05,476.57900201689165,
2022-01-06,474.7851450069993,
2022-01-07,448.57883955435494,
2022-01-08,430.92942233592515,
2022-01-09,439.156625815727,
2022-01-10,425.3108797625643,
2022-01-11,463.4275547369332,
2022-01-12,486.90638492744864,
2022-01-13,476.5975674395728,
2022-01-14,490.0587450233676,
2022-01-15,495.22486715749994,
2022-01-16,498.59986069893665,
2022-01-17,476.3945519061945,
2022-01-18,471.75845097802204,
2022-01-19,464.38929629781495,
2022-01-20,441.5417572067395,
2022-01-21,383.86404934716313,
2022-01-22,359.0134419494436,
2022-01-23,383.3773709361465,
2022-01-24,372.5032006223924,
2022-01-25,385.1048428042205,
2022-01-26,376.4547135125805,
2022-01-27,391.3431655632998,
2022-01-28,386.6374670963409,
2022-01-29,390.1593565970201,
2022-01-30,378.3370193560595,
2022-01-31,376.51047776345945,
2022-02-01,386.42137000970774,
2022-02-02,367.78060888976273,
2022-02-03,370.67591619482783,
2022-02-04,400.05369289690856,
2022-02-05,414.64214989920873,
2022-02-06,419.7392671915181,
2022-02-07,433.95641989576353,
2022-02-08,409.4113755057999,
2022-02-09,422.31035806309245,
2022-02-10,415.5170960475197,
2022-02-11,400.9747011099451,
2022-02-12,403.39577764667735,
2022-02-13,399.29362973121937,
2022-02-14,403.57720920349806,
2022-02-15,433.47281446401036,
2022-02-16,428.8180875718536,
2022-02-17,402.6685524727072,
2022-02-18,399.96396483573227,
2022-02-19,400.6940738297616,
2022-02-20,381.5753630415743,
2022-02-21,356.95637673151066,
2022-02-22,374.4295685151946,
2022-02-23,367.5251688253597,
2022-02-24,361.3380734966986,
2022-02-25,375.03608137178696,
2022-02-26,373.7079661445891,
2022-02-27,361.2948659522814,
2022-02-28,395.81210282228517,
2022-03-01,409.35284973272474,
2022-03-02,409.2816691541611,
2022-03-03,402.97758410846944,
2022-03-04,375.0267575042342,
2022-03-05,385.44055544847913,
2022-03-06,375.2821061110737,
2022-03-07,381.519857500964,
2022-03-08,381.74362262533583,
2022-03-09,393.61178701657997,
2022-03-10,371.96825460939016,
2022-03-11,372.36543603264835,
2022-03-12,372.861142791542,
2022-03-13,362.3421368408956,
2022-03-14,372.9835915188982,
2022-03-15,371.5510664751932,
2022-03-16,385.651946371343,
2022-03-17,392.37620805338537,
2022-03-18,397.6323146779455,
2022-03-19,399.60386256909703,
2022-03-20,390.73393615164787,
2022-03-21,396.4847041639013,
2022-03-22,403.974420320891,
2022-03-23,407.7264488090159,
2022-03-24,413.5199383599232,
2022-03-25,410.97060844052277,
2022-03-26,415.64086101303536,
2022-03-27,429.7920415860487,
2022-03-28,429.884089355581,
2022-03-29,434.26913259375914,
2022-03-30,442.79274502324165,
2022-03-31,428.7633719999265,
2022-04-01,446.51720877896327,
2022-04-02,436.6346092948738,
2022-04-03,449.0517773445914,
2022-04-04,447.4021754279126,
2022-04-05,446.6928276583855,
2022-04-06,420.5214175354114,
2022-04-07,437.09242241473214,
2022-04-08,421.46865244846873,
2022-04-09,426.92155320889725,
2022-04-10,419.82285192759065,
2022-04-11,394.05470314772543,
2022-04-12,414.5915061665852,
2022-04-13,423.54287679551277,
2022-04-14,415.2804961631375,
2022-04-15,417.5653550897319,
2022-04-16,417.7292561292627,
2022-04-17,407.52660227622914,
2022-04-18,416.9236775343864,
2022-04-19,422.18168588996065,
2022-04-20,418.2972967410871,
2022-04-21,405.007526363807,
2022-04-22,407.29828768348585,
2022-04-23,401.8406948222838,
2022-04-24,399.06907472547033,
2022-04-25,404.60678401197765,
2022-04-26,385.02761250551754,
2022-04-27,391.2855429453306,
2022-04-28,406.3266878708985,
2022-04-29,392.9643749272761,
2022-04-30,378.73468452228144,
2022-05-01,390.8651456422927,
2022-05-02,389.8047599149916,
2022-05-03,383.7098536711533,
2022-05-04,402.61952046900893,
2022-05-05,379.21236440130934,
2022-05-06,379.81681129021393,
2022-05-07,366.25622157917917,
2022-05-08,355.66558193095045,
2022-05-09,301.28375582072573,
2022-05-10,318.9583938325508,
2022-05-11,269.00669656703536,
2022-05-12,269.77280092605076,
2022-05-13,291.05538401729126,
2022-05-14,298.3592181960573,
2022-05-15,311.97562672862404,
2022-05-16,298.1658192080871,
2022-05-17,306.5358434449809,
2022-05-18,288.249178406239,
2022-05-19,307.630493551344,
2022-05-20,302.90843357288986,
2022-05-21,312.8154289324993,
2022-05-22,319.8494390456595,
2022-05-23,317.7471875282028,
2022-05-24,328.2995872481599,
2022-05-25,326.18222222703326,
2022-05-26,307.82419266656734,
2022-05-27,301.2670509597398,
2022-05-28,309.0366097163039,
2022-05-29,306.1490273925443,
2022-05-30,322.18861424458186,
2022-05-31,321.67744750510934,
2022-06-01,300.88079134417956,
2022-06-02,308.08906672268705,
2022-06-03,298.447625033423,
2022-06-04,301.8449199848928,
2022-06-05,298.81564352419537,
2022-06-06,295.58954661325384,
2022-06-07,290.92534560918034,
2022-06-08,288.97600349986436,
2022-06-09,289.8022594010039,
2022-06-10,286.08123055198695,
2022-06-11,269.8646190688167,
2022-06-12,256.08280782231475,
2022-06-13,222.63775191295326,
2022-06-14,223.45425894845545,
2022-06-15,232.69666343500458,
2022-06-16,209.83372009937108,
2022-06-17,216.15306665313966,
2022-06-18,197.37650625175277,
2022-06-19,214.7703823312349,
2022-06-20,217.19294624056735,
2022-06-21,219.48024051321624,
2022-06-22,214.5688252429915,
2022-06-23,229.08407350667895,
2022-06-24,240.94640906164074,
2022-06-25,239.91745669093254,
2022-06-26,234.53219725407885,
2022-06-27,233.84128189085368,
2022-06-28,227.0175546473871,
2022-06-29,219.36837150484993,
2022-06-30,217.01586503213366,
2022-07-01,217.73329223722033,
2022-07-02,218.25819305122232,
2022-07-03,219.35414892807725,
2022-07-04,231.65062433904396,
2022-07-05,230.74940984289344,
2022-07-06,238.82078337513795,
2022-07-07,241.78216105844197,
2022-07-08,242.55569956888655,
2022-07-09,243.05905629743194,
2022-07-10,234.78403672128502,
2022-07-11,225.96072062483077,
2022-07-12,221.5215445947843,
2022-07-13,230.44249662692448,
2022-07-14,238.36968523101555,
2022-07-15,238.4973062557798,
2022-07-16,249.39564994191502,
2022-07-17,248.19162914543435,
2022-07-18,264.1063233808582,
2022-07-19,268.38724240866617,
2022-07-20,258.9692212292539,
2022-07-21,265.2737508667017,
2022-07-22,262.63868687491663,
2022-07-23,259.4633930401048,
2022-07-24,262.12520563968855,
2022-07-25,247.10409715850267,
2022-07-26,248.85123503979386,
2022-07-27,270.305244098005,
2022-07-28,276.4679544715501,
2022-07-29,294.54662157281666,
2022-07-30,287.36216457951184,
2022-07-31,283.91540739722217,
2022-08-01,284.0950606612527,
2022-08-02,284.85832039422485,
2022-08-03,298.49185693478915,
2022-08-04,310.8835795429203,
2022-08-05,314.7557202157418,
2022-08-06,315.5149407134086,
2022-08-07,323.2333944550063,
2022-08-08,324.9310209829221,
2022-08-09,325.52182160661977,
2022-08-10,327.76851073965094,
2022-08-11,323.6498506977299,
2022-08-12,327.3379259505562,
2022-08-13,323.8887239808326,
2022-08-14,317.7019877250016,
2022-08-15,319.97483545151,
2022-08-16,316.69840043102874,
2022-08-17,306.6392868905775,
2022-08-18,298.6006995468838,
2022-08-19,279.9778137568797,
2022-08-20,283.656155240003,
2022-08-21,303.0151479538937,
2022-08-22,301.1561361796223,
2022-08-23,299.463376750775,
2022-08-24,296.41961244603993,
2022-08-25,301.8177863704008,
2022-08-26,279.40642417965796,
2022-08-27,277.85418929875823,
2022-08-28,277.7793667633549,
2022-08-29,286.40738466251423,
2022-08-30,281.2938188285588,
2022-08-31,278.5787490121518,
2022-09-01,278.86798697362656,
2022-09-02,276.7779042811536,
2022-09-03,277.51831028933856,
2022-09-04,278.75305282032576,
2022-09-05,276.55056282410976,
2022-09-06,264.03727128242207,
2022-09-07,278.77305020211605,
2022-09-08,280.55767662394817,
2022-09-09,293.0262178865758,
2022-09-10,297.5308790857409,
2022-09-11,294.75802344365405,
2022-09-12,293.0265876719509,
2022-09-13,277.42108371784286,
2022-09-14,279.72005694926696,
2022-09-15,270.7297215251866,
2022-09-16,274.3496322710761,
2022-09-17,279.33610940451564,
2022-09-18,266.6233589428211,
2022-09-19,272.294397316546,
2022-09-20,266.30872419092697,
2022-09-21,264.6430723796989,
2022-09-22,275.9416807858792,
2022-09-23,276.54453165257104,
2022-09-24,275.43957294082526,
2022-09-25,274.0886174359959,
2022-09-26,275.6450211777494,
2022-09-27,272.5502043464818,
2022-09-28,281.35816084815264,
2022-09-29,283.74872314150554,
2022-09-30,284.0074317083427,
2022-10-01,282.86981249850436,
2022-10-02,284.943142563058,
2022-10-03,287.0239733773218,
2022-10-04,296.4786138635916,
2022-10-05,293.994765712581,
2022-10-06,284.6831470938366,
2022-10-07,282.1380761233629,
2022-10-08,276.20000444263593,
2022-10-09,278.21101434456375,
2022-10-10,271.8858994634033,
2022-10-11,271.36643087829793,
2022-10-12,270.9230856875024,
2022-10-13,271.8081703675306,
2022-10-14,269.2012020625651,
2022-10-15,268.8115135474888,
2022-10-16,272.359699567604,
2022-10-17,275.81935662561193,
2022-10-18,273.35214811973776,13.72738551467237
2022-10-19,271.62616712300417,7.199337817510496
2022-10-20,268.96503251364254,7.3463173419057295
2022-10-21,269.96653990650645,7.4899173919770075
2022-10-22,270.4364471259337,8.925298498680675
2022-10-23,276.01957645652334,9.74806737868096
2022-10-24,273.65519384649673,9.522202955374743
2022-10-25,285.15419202713457,8.779380669710388
2022-10-26,290.2230866189964,9.185905978123676
2022-10-27,287.011074547805,8.69566321634164
2022-10-28,297.70435875192106,8.165962068150327
2022-10-29,303.65754404105,7.939942787840959
2022-10-30,313.60056079900215,7.804826254477776
2022-10-31,326.32149655475104,7.953970688427261
2022-11-01,324.69417703745535,8.190151682323787
2022-11-02,320.2613946314507,7.376837971857753
2022-11-03,329.5846389937549,7.23344570985638
2022-11-04,352.9461579035513,7.666695719080992
2022-11-05,348.70361246682364,7.631575430772695
2022-11-06,340.8931520879805,7.278993688228169
2022-11-07,337.0016536650197,6.990814461586567
2022-11-08,330.6993295780715,5.378281466579423
2022-11-09,264.0156828418253,3.848920163125193
2022-11-10,303.54990812229,5.137926397449392
2022-11-11,291.0495603067069,5.06167745021717
2022-11-12,281.77897038510287,4.517928878471141
2022-11-13,276.6320889673084,4.228588894253891
2022-11-14,278.40397281014515,4.187401645989263
2022-11-15,277.1353122741133,4.336327629744596
2022-11-16,272.25465844602024,4.501424568018508
2022-11-17,268.14985634550976,4.677484311679963
2022-11-18,274.0765267565594,4.70186518269726
2022-11-19,272.3602662535667,4.629564922417411
2022-11-20,264.40273888614735,4.09390719296365
2022-11-21,254.40350517616608,4.080142306160631
2022-11-22,266.35995578420506,4.310771615281295
2022-11-23,297.75275343880065,4.4642394055118615
2022-11-24,300.7303265004611,4.451876035174693
2022-11-25,300.8092123894143,4.4347502296225345
2022-11-26,311.24459933429426,4.763324263239064
2022-11-27,307.5693272734675,4.774219312105203
2022-11-28,293.64957881359106,4.482849725754625
2022-11-29,296.4125819335669,4.677190624507419
2022-11-30,301.70616571685736,4.825354597748601
2022-12-01,292.0902464905152,4.66420922133526
2022-12-02,292.771285723617,4.942667699919777
2022-12-03,291.0209683080699,5.167984891010241
2022-12-04,292.5518415253399,5.237998719833725
2022-12-05,288.58893380851634,5.203711604054656
2022-12-06,290.1949343288683,5.06290731398171
2022-12-07,284.4590071248974,4.8281791916972185
2022-12-08,290.51971654294226,4.928503136565058
2022-12-09,286.23231261782905,4.825766780338191
2022-12-10,288.0232700990562,4.79721614510071
2022-12-11,284.4874611576896,4.68543610102201
2022-12-12,276.950700638716,4.5298433028182785
2022-12-13,272.08818853446036,4.622536849676779
2022-12-14,268.27919616925516,4.704097308733056
2022-12-15,257.2922574790732,4.654269745774839
2022-12-16,227.85848413813025,4.050071369973214
2022-12-17,242.82820622253874,4.102627083335125
2022-12-18,251.64525712185642,4.069182097809369
2022-12-19,241.19150509217152,3.8047441643915976
2022-12-20,251.67565745784216,3.9141596317698233
2022-12-21,245.8370886871489,3.774069468873074
2022-12-22,245.94863332818133,3.7179582064144263
2022-12-23,246.22016937416416,3.756511840585257
2022-12-24,244.7422939771148,3.711063428570643
2022-12-25,243.3434175145285,3.580884322950589
2022-12-26,243.75051797543173,3.6497760871823797
2022-12-27,246.44461842860986,3.5920825719772616
2022-12-28,244.03445977512936,3.232105709108722
2022-12-29,246.45075807104243,3.210360666041266
2022-12-30,245.83781124667948,3.4011592033133753
2022-12-31,246.65936120574213,3.454555553933522
2023-01-01,244.06456734303708,3.527858081113924
2023-01-02,245.42975628242627,3.7550337625772285
2023-01-03,246.21147125205005,3.8254969319710934
2023-01-04,259.12811648835725,3.8184969776730693
2023-01-05,256.4740131558113,3.7005992990371976
2023-01-06,259.80063819702076,3.8612219257457645
2023-01-07,261.3192647814156,3.8286860633898168
2023-01-08,273.53602879922215,3.8833627933889825
2023-01-09,272.72570123838176,5.21925390348685
2023-01-10,277.09901135735623,5.527780235157571
2023-01-11,285.4685940120304,5.294782496188447
2023-01-12,287.38588820938793,6.549291497974116
2023-01-13,294.1442843030924,6.83925311214253
2023-01-14,305.80593437211155,7.741679475977941
2023-01-15,301.70933600413946,7.961003480940155
2023-01-16,298.8973192510195,8.14870211580126
2023-01-17,300.1861465904951,7.675183226267742
2023-01-18,287.7064487280841,7.646643321889705
2023-01-19,294.75015635498556,7.895756137571257
2023-01-20,304.9491185578326,10.941181689562757
2023-01-21,298.95597595248256,11.792186629362417
2023-01-22,303.1682033719517,13.353711304507002
2023-01-23,306.08614395630946,12.896647130536616
2023-01-24,300.5596006860807,12.297977434654335
2023-01-25,307.0870836154322,18.35650243840218
2023-01-26,304.8876268040751,18.24425764858573
2023-01-27,308.46491509629993,17.712451032611295
2023-01-28,305.9476086163142,17.8622188950866
2023-01-29,317.3058436293438,18.417469361258267
2023-01-30,307.0579942811479,17.240237010604513
2023-01-31,312.5124111003879,16.765603325585705
2023-02-01,317.6478001387411,18.19736625425798
